OBJECTID,DamSiteID,SiteID,X_Dam,Y_Dam,Z_Dam,H_Dam,W_Dam,L_Dam,V_Dam,V/H,H_LS,R_LS,R_LS_3D,L_LS,H_R_ratio,H_R3D_ratio,H_L_ratio,A_LS_debris_sum,V_LS_debris_sum,Material_LS,Type_LS,Trigger,Type_Dam,DBI,Upstream_Catchment_Area,Ac (m2),W_Channel_at_Dam,Grad_Channel_at_Dam,DateFormed_Dam,FailureMech_Dam,Dam_breach,Dam_breach_details,Dam_Stability,Q_at_Failure,Confidence,Notes,Comments,References,SUBSET,MetadataID,CatchmentID,Review_comments,Source_V,Velocity,Catchment_Emin,Catchment_Emax,TAG
436,HB3418,HB3418,1979251,5674561,40,1,35,40,429,429,38,178,184,134,0.2134831,0.2065217,0.2835821,2819.334473,3107.663574,Debris,Avalanche,Rainfall,I,3.2095926,0.695104,695104,60,0.1235866,25-28/4/2011,Unknown,Complete Breach,<Null>,Dam breached,,High,,can't confidently map lake,Jones et al. (2011); AW mapping,Yes,3,932,,2486.130859,5000,40,227,
435,HB9915,HB9915,2030007,5659914,50,2,65,15,668,334,22,72,77,34,0.3055556,0.2857143,0.6470588,667.8719482,2005.408936,Debris,Planar slide,Rainfall,I,3.552763,1.19264,1192640,50,7.4628859,25-28/4/2011,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,source confidence is moderate,Jones et al. (2011); AW mapping,Yes,3,931,"RM: DT not separated, no lake mapped - OK FOR NOW",1604.327148,0.005,50,146,
495,Hirere,Hirere,1193343,5018299,310,5,380,260,150084,30016.8,906,1262,1619,1223,0.7179081,0.5596047,0.7408013,167261.1563,840252.4375,Rock,Avalanche,Miscellaneous,I,3.1106126,38.723712,38723712,620,2.5037434,,Not failed,No Breach,existing/former (silted) lake,Infilled,,,,<Null>,Korup (2011); SC mapping,Yes,54,995,,672201.9375,5000,310,2111,
503,Howe Creek 500,Howe Creek 500,1300392,5113650,503,30,725,165,1183343,39444.76667,517,1137,1256,977,0.4547054,0.4116242,0.5291709,371352.8438,876816.1875,Rock,Planar slide,Miscellaneous,I,2.7890499,24.268288,24268288,180,0.3338393,Holocene,Overtopping,Complete Breach,"scour, dep",Dam breached,,Moderate,,inferred lake. Not clear how big it was. Can't see lake (downstream??); landslide #70,Korup (2011); Heron (2020); SC mapping,Yes,54,1003,,701452.9375,5000,502,1854,
611,Hunts Creek 1100,Hunts Creek 1100,1475952,5252370,1082,35,585,690,3974324,113552.1143,625,1188,1348,1245,0.5260943,0.4636498,0.502008,331816.1563,861189,Rock,Avalanche,Miscellaneous,II,1.6990601,5.678784,5678784,150,2.0216188,Holocene,Unknown,Complete Breach,scour,Dam breached,,Moderate,,Inferred lake. See trim lines & terraces,Whitehouse & Griffiths (1983); Korup (2006); SC mapping,Yes,54,1119,,688951.1875,5000,1082,2103,
89,Hutchison,Hutchison,1540208,5364745,357,15,430,75,207365,13824.33333,192,728,768,324,0.2637363,0.25,0.5925926,122068.3828,591829.875,Rock,Planar slide,Miscellaneous,I,1.3976077,0.345344,345344,110,3.5551417,<Null>,Not failed,No Breach,existing/former (silted) lake,Infilled,,,,<Null>,Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,309,<Null>,473463.9063,5000,352,566,
779,Inangahua 117,Inangahua 117,1524729,5381351,598,20,105,80,74673,3733.65,109,170,210,128,0.6411765,0.5190476,0.8515625,7467.283203,20565.45703,Debris,Planar slide,Earthquake,I,2.5180933,1.230912,1230912,100,4.365366,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ; source confidence is low,Hancox et al. (2014),Yes,26,1314,,16452.36523,0.005,598,1081,
777,Inangahua 1200,Inangahua 1200,1501743,5369919,220,15,185,100,111047,7403.133333,88,226,246,193,0.3893805,0.3577236,0.4559585,14806.31738,31772.06641,Debris,Planar slide,Earthquake,IV,2.4472425,2.07328,2073280,60,4.1225457,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ; source confidence for all three is high,Hancox et al. (2014),Yes,26,1312,,25417.65234,0.005,220,779,
780,Inangahua 1271,Inangahua 1271,1501935,5369400,166,5,135,80,24207,4841.4,116,187,227,143,0.6203209,0.5110132,0.8111888,9682.68457,27707.67578,Debris,Planar slide,Earthquake,II,2.7291677,2.595008,2595008,60,2.2371547,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Low,,1968 Inangahua EQ; note source geology half igneous/half basement; source confidence is low,Hancox et al. (2014),Yes,26,1315,,22166.14063,0.005,166,779,
778,Inangahua 128,Inangahua 128,1524712,5381169,614,25,135,140,190078,7603.12,179,287,342,231,0.6236934,0.5233918,0.7748918,15206.20508,53110.67188,Rock,Planar slide,Earthquake,II,2.0525198,0.858048,858048,100,7.3486962,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ; source confidence is moderate,Hancox et al. (2014),Yes,26,1313,,42488.53906,5000,614,1081,
782,Inangahua 136,Inangahua 136,1512050,5381005,238,15,125,130,97918,6527.866667,108,209,242,153,0.5167464,0.446281,0.7058824,13055.75781,9293.77832,Rock,Planar slide,Earthquake,II,3.821758,43.304128,43304128,70,2.506201,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1317,,7435.022461,5000,238,1204,
793,Inangahua 1419,Inangahua 1419,1502232,5368133,60,30,80,115,121846,4061.533333,209,355,415,306,0.5887324,0.5036145,0.6830065,14318.06738,2954.174316,Debris,Debris flow,Earthquake,II,3.62602,17.167616,17167616,50,0.0882149,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014); AW modified,Yes,3,1335,,2363.339356,500,60,1041,
798,Inangahua 1426,Inangahua 1426,1518927,5368056,358,15,180,195,204135,13609,231,433,494,290,0.5334873,0.4676113,0.7965517,27217.96289,158690.0625,Debris,Avalanche,Earthquake,VI,1.494391,0.424832,424832,80,12.2621613,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Low,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1342,,126952.0469,5000,358,727,
794,Inangahua 1519,Inangahua 1519,1502026,5367383,40,10,100,125,53095,5309.5,98,198,221,170,0.4949495,0.4434389,0.5764706,10619.03418,5567.073242,Debris,Avalanche,Earthquake,II,3.5290205,17.9504,17950400,60,0.3584732,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1336,,4453.658691,5000,40,1041,
781,Inangahua 154,Inangahua 154,1510280,5380101,201,10,95,75,31097,3109.7,87,177,205,124,0.4915254,0.4243903,0.7016129,6219.399414,14542.09473,Debris,Planar slide,Earthquake,I,3.4808762,9.410112,9410112,60,1.4066217,5/24/1968,Unknown,Complete Breach,scour,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1316,,11633.67578,0.005,199,866,
800,Inangahua 1768,Inangahua 1768,1524046,5364945,691,15,70,80,31149,2076.6,72,128,149,83,0.5625,0.4832215,0.8674699,4153.187988,9730.827148,Debris,Planar slide,Earthquake,I,2.7834036,1.26112,1261120,70,11.3549185,5/24/1968,Unknown,Complete Breach,scour,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1347,,7784.661621,0.005,691,1386,
795,Inangahua 179,Inangahua 179,1499105,5379200,242,10,75,75,20722,2072.2,94,136,165,114,0.6911765,0.569697,0.8245614,4144.467285,9992.28418,Debris,Planar slide,Earthquake,I,2.8058026,1.325056,1325056,70,11.2258549,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1337,,7993.827637,0.005,242,665,
799,Inangahua 1805,Inangahua 1805,1528491,5364624,625,15,95,130,80092,5339.466667,120,179,220,129,0.6703911,0.5454546,0.9302326,10678.97168,23301.5332,Debris,Planar slide,Earthquake,IV,2.4061227,1.360256,1360256,90,10.4119263,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1345,,18641.22656,0.005,625,1206,
801,Inangahua 1911,Inangahua 1911,1519764,5363335,441,20,375,130,219931,10996.55,205,563,605,201,0.3641208,0.338843,1.0199004,21993.06641,105416.5938,Debris,Avalanche,Earthquake,VI,1.73364,0.59552,595520,90,12.8072481,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1348,,84333.27344,5000,441,1025,
802,Inangahua 2047,Inangahua 2047,1501873,5361192,238,5,165,120,31061,6212.2,90,183,210,130,0.4918033,0.4285714,0.6923077,12424.37695,31339.84375,Mixed,Planar slide,Earthquake,I,2.381556,1.495552,1495552,60,7.7723236,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1349,,25071.875,0.005,238,734,
809,Inangahua 2163,Inangahua 2163,1495140,5359320,476,10,130,100,51945,5194.5,126,234,269,164,0.5384616,0.4684015,0.7682927,10388.91211,31152.50391,Debris,Planar slide,Earthquake,I,2.3577139,1.183744,1183744,60,6.8904843,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Low,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1361,,24922.00391,0.005,476,1029,
746,Inangahua 2172,Inangahua 2172,1494120,5359268,511,35,120,150,227037,6486.771429,104,177,211,133,0.5875706,0.492891,0.7819549,12973.52246,29862.375,Debris,Avalanche,Earthquake,IV,2.8010027,4.102336,4102336,140,7.0801206,5/24/1968,Unknown,Complete Breach,"erosion, scour",Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1264,,23889.90039,5000,511,1230,
810,Inangahua 2194,Inangahua 2194,1495399,5359042,542,15,120,85,53157,3543.8,103,206,235,119,0.5,0.4382979,0.8655462,7087.644043,20233.32422,Debris,Planar slide,Earthquake,I,2.2363956,0.610752,610752,50,10.9852257,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1362,,16186.66016,0.005,542,1029,
803,Inangahua 2293,Inangahua 2293,1530291,5357782,382,10,105,185,87828,8782.8,217,294,379,251,0.7380952,0.5725594,0.8645418,17565.57422,64458.48438,Rock,Planar slide,Earthquake,II,2.0816073,1.05984,1059840,50,7.4814935,5/24/1968,Slope failure,Complete Breach,"erosion, scour",Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1350,,51566.78906,5000,382,1036,
797,Inangahua 235,Inangahua 235,1529072,5377935,398,10,70,130,40273,4027.3,133,203,248,173,0.6551724,0.5362903,0.7687861,8054.583496,10681.75391,Debris,Planar slide,Earthquake,I,3.2520559,7.195648,7195648,100,8.7851048,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1340,,8545.40332,0.005,398,1446,
452,Inangahua 2393,Inangahua 2393,1505679,5356409,209,2,210,80,11614,5807,222,434,489,274,0.5115207,0.4539877,0.810219,29724.48828,17397.51367,Rock,Avalanche,Earthquake,II,2.1526494,0.82528,825280,80,15.8792114,5/24/1968,Unknown,Complete Breach,scour,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014); AW mapping,Yes,3,948,<Null>,13918.01074,5000,209,562,
804,Inangahua 2440,Inangahua 2440,1517728,5355417,520,20,305,115,301525,15076.25,183,324,377,187,0.5648148,0.4854111,0.9786096,30152.46094,112463.6797,Debris,Planar slide,Earthquake,I,2.3121305,3.093312,3093312,80,11.6167421,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1352,,89970.94531,0.005,520,1263,
808,Inangahua 2517,Inangahua 2517,1491466,5354481,378,10,175,120,84588,8458.8,117,252,282,138,0.4642857,0.4148936,0.8478261,16917.55273,38346.07031,Debris,Planar slide,Earthquake,I,2.8295085,5.712384,5712384,90,9.1489954,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1359,<Null>,30676.85547,0.005,378,1260,
784,Inangahua 252,Inangahua 252,1510290,5377736,218,20,180,150,225340,11267,214,386,446,360,0.5544041,0.4798206,0.5944445,22533.99414,105188.125,Debris,Avalanche,Earthquake,I,2.4732552,3.350144,3350144,70,2.7621441,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1321,,84150.5,5000,218,603,
796,Inangahua 254,Inangahua 254,1521754,5377674,314,10,240,115,94798,9479.8,211,329,395,212,0.6413374,0.5341772,0.995283,18959.63867,66168.45313,Debris,Planar slide,Earthquake,I,2.5235295,3.164672,3164672,80,10.8021841,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1338,,52934.76563,0.005,314,1089,
805,Inangahua 2634,Inangahua 2634,1515497,5352468,398,5,130,75,21050,4210,74,203,218,137,0.364532,0.3394496,0.540146,8420.170898,23286.59375,Debris,Planar slide,Earthquake,I,3.0038958,4.247936,4247936,65,7.696866,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1354,,18629.27539,0.005,398,1312,
783,Inangahua 271,Inangahua 271,1508057,5377537,159,10,115,85,38703,3870.3,91,161,189,153,0.5652174,0.4814815,0.5947713,7740.532227,4246.258789,Rock,Planar slide,Earthquake,II,3.0668831,4.514688,4514688,80,2.9510524,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1319,,3397.00708,5000,159,841,
806,Inangahua 2731,Inangahua 2731,1519992,5347256,416,5,165,95,30316,6063.2,103,210,243,149,0.4904762,0.4238683,0.6912752,12126.22168,22661.30469,Debris,Planar slide,Earthquake,I,3.6555636,27.432512,27432512,50,5.3269711,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Low,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1357,,18129.04297,0.005,416,1493,
807,Inangahua 2744,Inangahua 2744,1519208,5346811,485,15,155,80,69279,4618.6,96,193,219,166,0.4974093,0.4383562,0.5783132,9237.231445,23721.82813,Mixed,Planar slide,Earthquake,II,2.0922291,0.571136,571136,80,15.5033121,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1358,,18977.46289,0.005,485,1162,
785,Inangahua 375,Inangahua 375,1506763,5375572,176,25,155,175,275915,11036.6,257,510,574,531,0.5039216,0.4477352,0.4839925,41517.07813,165793.6563,Debris,Avalanche,Earthquake,II,2.8420913,7.67232,7672320,150,4.4152851,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014); AW modified,Yes,3,1325,<Null>,132634.9219,5000,176,1060,
786,Inangahua 389,Inangahua 389,1506929,5375473,160,15,140,130,96511,6434.066667,111,226,263,166,0.4911504,0.4220532,0.6686747,12868.13379,11177.67383,Debris,Planar slide,Earthquake,I,3.086762,7.856832,7856832,90,0.0049898,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1326,,8942.138672,0.005,160,1060,
787,Inangahua 407,Inangahua 407,1507888,5375345,137,5,100,60,14764,2952.8,50,171,181,105,0.2923976,0.2762431,0.4761905,5905.75,19751.51563,Debris,Planar slide,Earthquake,I,3.4630766,8.576512,8576512,80,1.9564477,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1327,,15801.21289,0.005,137,1060,
788,Inangahua 449,Inangahua 449,1511494,5375249,200,10,100,60,24845,2484.5,57,132,152,68,0.4318182,0.375,0.8382353,4969.041992,7220.488281,Debris,Planar slide,Earthquake,II,3.3609259,5.703808,5703808,40,0.3366869,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1328,,5776.390625,0.005,200,600,
790,Inangahua 642,Inangahua 642,1502480,5373473,372,45,170,80,233763,5194.733333,211,297,370,236,0.7104377,0.5702703,0.8940678,20312.49609,25420.03125,Debris,Planar slide,Earthquake,II,2.2524338,0.92896,928960,80,7.0370736,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ; note polygonas are offset in original data,Hancox et al. (2014),Yes,26,1332,<Null>,20336.02539,0.005,372,1041,
789,Inangahua 741,Inangahua 741,1508682,5372914,61,5,120,95,26815,5363,128,223,264,216,0.5739911,0.4848485,0.5925926,10726.16309,28409.25391,Debris,Planar slide,Earthquake,I,4.3270354,113.878848,113878848,70,,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ,Hancox et al. (2014),Yes,26,1330,,22727.40234,0.005,60,1204,
791,Inangahua 837,Inangahua 837,1502649,5372081,199,5,290,70,43705,8741,151,286,326,187,0.527972,0.4631902,0.8074867,31644.14648,59737.6875,Debris,Planar slide,Earthquake,II,2.5694897,3.243776,3243776,100,4.5428944,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ; note polygonas are offset in original data,Hancox et al. (2014),Yes,26,1333,<Null>,47790.14844,0.005,199,780,
792,Inangahua 852,Inangahua 852,1503272,5372042,150,10,160,70,52167,5216.7,167,280,334,214,0.5964286,0.5,0.7803738,22213.90234,77937.07813,Mixed,Avalanche,Earthquake,II,3.0784342,6.24928,6249280,80,6.0384755,5/24/1968,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,1968 Inangahua EQ; note polygonas are offset in original data,Hancox et al. (2014),Yes,26,1334,<Null>,62349.66406,5000,150,1041,
750,Iris Burn 400,Iris Burn 400,1171289,4956649,399,30,620,450,3437281,114576.0333,380,1013,1142,715,0.3751234,0.3327496,0.5314685,337388.5,201561.2813,Rock,Avalanche,Unknown,I,2.6782007,54.6128,54612800,450,0.1045735,,Unknown,Complete Breach,,Dam breached,,,,deposit may be more extensive,Korup (2011); SC mapping; AW mapping ,Yes,54,1276,RM: no lake mapped - OK FOR NOW,161249.0313,5000,399,1710,<Null>
51,Iris Burn 480,Iris Burn 480,1170264,4957800,458,15,910,715,4156067,277071.1333,519,1520,1707,1042,0.3414474,0.3040422,0.4980806,840203.375,1475549.75,Rock,Avalanche,Earthquake,II,2.2232864,46.331648,46331648,630,2.408437,Prehistoric,Unknown,Complete Breach,"Natural, silted up?",Long-term eroded,,High,,"Chosen the prehistoric-looking one, as there are no maps; dam inferred",Perrin & Hancox (1992); RM mapping; Heron (2020); SC mapping; AW modified,Yes,54,263,,1180439.75,5000,452,1710,
364,Iris Burn 660,Iris Burn 660,1166263,4959241,640,60,965,750,17917066,298617.7667,784,1568,1848,1218,0.5,0.4242424,0.6436782,1076486.5,3541869.5,Rock,Avalanche,Miscellaneous,II,1.7887858,18.361216,18361216,430,1.1261644,Holocene,Unknown,Partial Breach B,silted up partially?,Infilled,,Moderate,,Inferred by Hancox; shown on QMAP; looks to have dammed the river; Dam inferred,SC mapping,Yes,54,816,<Null>,2833495.5,5000,640,1708,
131,Jam 600,Jam 600,1658120,5337840,587,5,120,25,6176,1235.2,206,194,313,129,1.0618557,0.658147,1.5968993,12873.1123,17098.08203,Rock,Fall,Earthquake,II,4.320128,25.814592,25814592,40,8.9275646,11/14/2016,Overtopping,Complete Breach,between 7/17-2/19,Dam breached,,,,2016 Kaikoura Earthquake,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,355,,13678.46484,5000,587,2577,
490,Jaquiery,Jaquiery,1153014,4907887,699,100,410,380,6434178,64341.78,612,869,1077,828,0.7042578,0.5682451,0.7391304,224546.2813,243553.0625,Rock,Avalanche,Miscellaneous,I,1.9088871,5.216512,5216512,330,10.5125446,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,<Null>,Korup (2011); SC mapping,Yes,54,989,,194842.4531,5000,699,1508,
91,Jeanette,Jeanette,1548400,5403233,799,5,265,200,87346,17469.2,102,365,381,222,0.2794521,0.2677165,0.4594595,46425.19922,50365.48828,Rock,Planar slide,Miscellaneous,II,2.7388182,9.573952,9573952,120,7.280972,,Unknown,Partial Breach A,<Null>,Long-term eroded,,,,Potential source too small?,Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,313,<Null>,40292.39063,5000,788,1481,
69,John O Groats 400 E,John O Groats 400,1194984,5056519,395,80,1270,965,69208760,865109.5,1513,4494,4812,2595,0.3366711,0.3144223,0.5830443,5529395.5,22611200,Rock,Avalanche,Miscellaneous,V,1.1735435,12.900736,12900736,770,12.2838011,Prehistoric,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,,Separated into 3. QMAP shows debris crossing & offset by Alpine F,Whitehouse (1983); Perrin & Hancox (1992); SC mapping,Yes,54,284,<Null>,18088960,5000,395,1701,
90,John O Groats 400 W,John O Groats 400,1193584,5055769,474,70,1220,1785,79504672,1135781.029,1513,4494,4812,2595,0.3366711,0.3144223,0.5830443,5529395.5,22611200,Rock,Avalanche,Miscellaneous,V,0.8885369,8.786816,8786816,1450,9.0561953,Prehistoric,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,,Separated into 3. QMAP shows debris crossing & offset by Alpine F,Whitehouse (1983); Perrin & Hancox (1992); SC mapping,Yes,54,311,<Null>,18088960,5000,427,2009,
616,John O Groats 400 N,John O Groats 400,1194032,5056971,224,15,900,835,3752147,250143.1333,1513,4494,4812,2595,0.3366711,0.3144223,0.5830443,5529395.5,22611200,Rock,Avalanche,Miscellaneous,V,1.9995513,24.98848,24988480,1450,4.2423449,Prehistoric,Unknown,Partial Breach A,<Null>,Long-term stable,,High,,Separated into 3. QMAP shows debris crossing & offset by Alpine F,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,1124,<Null>,18088960,5000,224,2009,
489,Johnson,Johnson,1539640,5409100,394,10,290,240,282590,28259,221,498,559,420,0.4437751,0.3953488,0.5261905,97278.07031,83023.03125,Rock,Avalanche,Earthquake,II,3.0370429,30.775104,30775104,160,3.1499379,,Not failed,No Breach,existing/former (silted) lake; silted up,Infilled,,,,,Korup (2011); SC mapping,Yes,54,988,,66418.42188,5000,394,1407,
64,Jollie River,Jollie River,1378216,5148245,780,75,1975,1160,56667652,755568.6933,1281,2940,3257,2174,0.4357143,0.3933067,0.5892364,2002175.25,5634220.5,Rock,Avalanche,Miscellaneous,III,2.0535734,85.476608,85476608,460,1.8191214,1700 +/- 400 yr BP,Overtopping,Complete Breach,"Natural, flood dep",Dam breached,,High,,Date taken in 1983; #46 Jollie River; lake inferred,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,279,<Null>,4507376.5,5000,780,2744,
274,Kaiwhata 2019,Kaiwhata 2019,1846209,5437041,59,10,115,95,40874,4087.4,301,621,693,620,0.4847021,0.4343434,0.4854839,63261.01563,104113.2188,Debris,Rotational slide,Unknown,I,4.3313699,87.663104,87663104,60,,6/1/2019,Slope failure,Complete Breach,"failed on 13/06/2019 via combo of overtopping, throughflow + slumping",Dam breached,900,,,GeoNet response,Rosser et al. (in prep); Morgenstern et al. (2020); RM mapping; AW modified,Yes,3,510,,83290.57813,0.005,59,525,
996,Kaiwhata 2020,Kaiwhata 2020,1846188,5437038,59,5,175,85,22726,4545.2,249,501,569,492,0.497006,0.4376099,0.5060976,17799.70898,162594.1563,Debris,Avalanche,Miscellaneous,I,4.2852631,87.662912,87662912,60,0.6013487,11/11/2020,Slope failure,Complete Breach,anthropogenic: digger created channel and artificially drained,Short-term eroded,,,,GeoNet response,Rosser et al. (in prep); Morgenstern et al. (2020); AW mapping,Yes,3,2209,<Null>,130075.3203,5000,59,525,
620,Kakapo,Kakapo,1542161,5423334,379,5,710,305,439404,87880.8,779,1685,1900,1541,0.4623145,0.41,0.5055159,331722.4688,4684334,Rock,Avalanche,Miscellaneous,III,2.3734391,20.765056,20765056,300,1.3927122,,Overtopping,Complete Breach,<Null>,Dam breached,,,,<Null>,Hancox et al. (1997); SC mapping,Yes,54,1128,,3747467,5000,379,1577,
621,Karangarua 170,Karangarua 170,1344009,5162210,158,55,2000,690,23957262,435586.5818,1826,4395,4825,3783,0.4154721,0.3784456,0.4826857,1944306.125,21710896,Mixed,Complex,Miscellaneous,II,2.5462766,153.232576,153232576,470,1.8463666,Holocene,Overtopping,Complete Breach,<Null>,Dam breached,,,,Inferred dam and lake; rock avalanche with debris flows on top; Incremental landslide,Heron (2020); Allen et al. (2011); SC mapping,Yes,54,1129,<Null>,17368716,0.005,158,3130,
461,Karangarua 500,Karangarua 500,1345252,5157395,495,90,1220,320,13221752,146908.3556,1161,2291,2583,1888,0.5067656,0.4494773,0.6149364,1197707.875,14156324,Rock,Planar slide,Unknown,II,2.4772851,44.089152,44089152,210,8.1886959,Holocene,Unknown,Complete Breach,breached,Dam breached,,High,,could be related to Korup's Lame Duck Flat??; notice the schist slide surface! Inferred lake; landslide #62,Korup (2011); SC mapping,Yes,54,957,,11325059,5000,495,2439,
535,Karangarua 580,Karangarua 580,1347415,5156257,568,65,915,240,5446462,83791.72308,920,2227,2433,1813,0.4131118,0.378134,0.5074462,658071.25,21185332,Rock,Planar slide,Unknown,II,2.5843465,32.177152,32177152,230,4.198647,Holocene,Overtopping,Complete Breach,breached,Dam breached,,High,,notice the schist slide surface; inferred lake; landslide #63,Korup (2011); SC mapping,Yes,54,1036,<Null>,16948266,5000,568,2439,
481,Katherine,Katherine,1164004,5002154,221,65,1030,520,13703736,210826.7077,781,1774,1987,1565,0.440248,0.3930548,0.4990415,641080.25,4369037,Rock,Avalanche,Miscellaneous,II,1.5179201,6.947776,6947776,560,,,Unknown,Partial Breach A,stable,Long-term eroded,,Moderate,,Source confidence is moderate,Korup (2011); SC mapping,Yes,54,977,,3495229.75,5000,221,1374,
244,Kowhai 1060,Kowhai 1060,1649464,5320552,1082,5,30,10,707,141.4,35,41,54,40,0.8536586,0.6481481,0.875,619.5061035,91.3151169,Debris,Planar slide,Earthquake,I,4.6934958,6.98144,6981440,50,,11/14/2016,Overtopping,Complete Breach,"before 2/19, partial breach early",Dam breached,,,,2016 Kaikoura Earthquake; Series of small constrictions and pools in gorge.*,"Massey et al. (2018, 2019, 2021)",Yes,3,474,<Null>,73.0520935,0.005,1082,2372,
921,Kowhai 710,Kowhai 710,1648925,5317933,700,5,35,15,727,145.4,39,58,76,35,0.6724138,0.5131579,1.1142857,290.7966309,1888.522949,Rock,Fall,Earthquake,I,4.9161091,11.985984,11985984,20,,11/14/2016,Unknown,Complete Breach,lake existed in Feb 2017 imagery,Dam breached,,,,2016 Kaikoura Earthquake,"DB mapping; Massey et al. (2018, 2019, 2021)",Yes,67,2111,,1510.818359,5000,700,2372,
32,Lake Ada 40,Lake Ada 40,1194480,5038200,27,70,1480,795,29018260,414546.5714,803,1747,2006,1281,0.4596451,0.4002991,0.626854,1045067,7915492.5,Rock,Avalanche,Unknown,II,2.7569888,236.898368,236898368,1150,0.944796,Prehistoric (1826?),Not failed,No Breach,existing lake,Long-term eroded,,High,,"Notes say not accepted as LS dammed, but have kept. Looks like this lake used to be way bigger?",Perrin & Hancox (unpublished); RM mapping; SC mapping,Yes,54,234,<Null>,6332394,5000,27,1980,
